3.113114980053522629e+01 1.679561004364047605e+01 1.609323361840962363e+01 1.242654460671271721e+01 8.962408777295836515e+00 5.922912237909886635e+00 3.400635594339942891e+00 1.884002520539280967e+00 1.279417003559937038e+00 7.544187162393399815e-01
1.397008515762361114e+01 1.512966699374497637e+01 8.028921217242102060e+00 7.268794030988123822e+00 5.187546940303596088e+00 6.669141577015185618e+00 6.962285069472338606e+00 4.966664712028729056e+00 3.678377232247883377e+00 1.655469627296885404e+00
8.611482124865498022e+00 7.664455808025746109e+00 4.692648364000857164e+00 3.323840960126970501e+00 2.463838884382481442e+00 1.771250077460156058e+00 1.391543509951304936e+00 1.537440899115624982e+00 1.703445840591474081e+00 1.239777996648776082e+00
7.216064119591202974e+00 4.698928242539447631e+00 3.876725872938147521e+00 2.634685976630617432e+00 1.871986503683511049e+00 1.239392858391621610e+00 8.152672708763589737e-01 5.862753024719161710e-01 4.120581237207619485e-01 3.258907515617975315e-01
7.789123921761295755e+00 5.803440605235953065e+00 5.047096917811635386e+00 3.141505204222592162e+00 2.504135493741933782e+00 1.611948238812355827e+00 1.033013496595691416e+00 6.552370927628560215e-01 4.638344020620527863e-01 3.069684739146970598e-01
6.946210121084256173e+00 4.489131118360399242e+00 2.960860899188448858e+00 2.308217674752937931e+00 1.503840100769145316e+00 9.964659445435610774e-01 6.125791197161776225e-01 3.942988670614420155e-01 2.640626573241612873e-01 1.737005395934896057e-01
8.994258798707463143e+00 4.882024593566111292e+00 4.016136069151818866e+00 2.975805581607705363e+00 1.784541924520826273e+00 1.172731073679101010e+00 6.496862353407354407e-01 4.491292875595984113e-01 2.838419398922936154e-01 1.859042333687526416e-01
5.834087314625895360e+00 2.360053334020671301e+00 2.290333859221463708e+00 1.248588940570475314e+00 8.485720820393305441e-01 6.090287847422546363e-01 3.594385655402502211e-01 2.125637685580321068e-01 1.474513649047781427e-01 9.810345733211288388e-02
2.321416488618833096e+00 1.309415374117334441e+00 1.008474167860213599e+00 6.526481431621080631e-01 4.635616359791563390e-01 2.853402603287473749e-01 1.888091082955191957e-01 1.336184130311470764e-01 8.394371718050414044e-02 5.645188241325013040e-02
3.206624156212398713e+00 1.914432301559786609e+00 1.518903332153986430e+00 1.050789244940964595e+00 7.671115812084460250e-01 4.487975241290936834e-01 2.881093400235307245e-01 1.661050116926824916e-01 1.170225888110014018e-01 6.797334029810168932e-02
