7.166071122049748965e+01 2.688102333871998439e+01 2.475527023079504829e+01 2.652896267955815901e+01 2.674961687763244456e+01 2.419603408033490766e+01 2.282322985099729706e+01 1.940188807385689884e+01 1.249227249405457485e+01 1.132248758040693382e+01
1.469626324311871990e+01 1.080727443599221793e+01 1.038810421973680498e+01 9.387788028887175784e+00 8.376501935735721105e+00 7.909414102758334231e+00 6.762301056656101927e+00 6.479401324947314578e+00 6.565920617082256605e+00 7.718699404439058220e+00
7.103815151111811055e+00 5.782972982199658496e+00 6.437171938708139862e+00 6.150304579736300070e+00 3.988482200534745115e+00 4.466390640949364332e+00 2.867579420103806953e+00 2.733873850667688288e+00 2.233125351263533176e+00 1.985980085255121930e+00
4.894437576942941348e+00 4.815715458185192865e+00 4.185884794114596019e+00 3.476385119246325761e+00 3.311461712508943833e+00 2.800229461613061854e+00 2.177201162323966432e+00 1.565357233283706462e+00 1.438058275279605835e+00 1.413283911695716322e+00
3.891708375318186697e+00 2.658953367943058588e+00 2.716706880057433882e+00 2.052459292988575879e+00 1.938621641414907115e+00 1.650192373932097167e+00 1.274220154420318663e+00 1.021373583684509034e+00 8.169030527583388546e-01 7.200746231996159041e-01
2.589986766644550187e+00 1.822549968699353373e+00 1.682450209878141534e+00 1.633304165868150415e+00 1.334702900011111026e+00 1.140366629281623245e+00 9.002292557834706832e-01 6.912128015168278461e-01 5.495959706413527934e-01 4.759986344156095783e-01
2.666981598238184592e+00 1.313644291552541254e+00 1.204761004772012756e+00 1.198902461276283082e+00 9.699614026308301939e-01 8.022758442746750207e-01 5.671847571020082190e-01 4.561074671274707448e-01 3.803723350362921418e-01 3.305145896332472022e-01
1.474504709560845006e+00 8.939147457824887510e-01 9.581082223306699452e-01 8.493479272522469481e-01 7.183795301357732699e-01 5.140729997769183379e-01 4.582842424594504305e-01 3.442443254157132593e-01 2.952386952138628673e-01 2.491766862729616061e-01
1.411967607292888616e+00 8.591880123622357424e-01 6.905854437054652628e-01 5.537388777683794894e-01 5.173588258921137939e-01 4.236602117104534826e-01 3.420682453292838154e-01 2.635879765808728514e-01 2.029962871551290737e-01 1.952172709081129442e-01
1.080014391317783762e+00 6.043603008334011983e-01 5.594852057356434205e-01 4.836501818104143591e-01 4.601977417578164697e-01 3.311849855488420702e-01 2.859966068363239411e-01 2.133098815626920108e-01 1.662358257355343316e-01 1.591991051447510519e-01
