1.290362417690805685e+01 7.232132559921641501e+00 7.502589385706621705e+00 4.654264004725283677e+00 4.593799137764963625e+00 3.177169066162216282e+00 2.241961797846266258e+00 1.588372363325128100e+00 1.017966973750976667e+00 7.365356455345235531e-01
5.527587148783904780e+00 4.184381838486776140e+00 3.519577239038417904e+00 2.668714133689489287e+00 1.932226707786387720e+00 2.015431992420491536e+00 1.992871619051651999e+00 1.876333125167395144e+00 1.762018692199232683e+00 1.712058460953630012e+00
4.121273112453086362e+00 2.414998906373355236e+00 1.738977152419738381e+00 1.420444959306161881e+00 1.160591458503885676e+00 7.918501575737486586e-01 5.553543574330291888e-01 4.682497114854914377e-01 4.467021320996169553e-01 4.349724686491442949e-01
3.838633291585716645e+00 2.931521659848599803e+00 2.300411912002719106e+00 1.664198465202439747e+00 1.312526099220581388e+00 8.554330516280023167e-01 5.645061819525264424e-01 4.340352013137411813e-01 2.981624245509350568e-01 2.450458231478086502e-01
2.301495178608360170e+00 1.846972372190721190e+00 1.317694723380877564e+00 9.259659212470005007e-01 6.708213639807628637e-01 4.751700094248570427e-01 3.198800540217741073e-01 2.126487293846117954e-01 1.599635362250270976e-01 1.163307801032371358e-01
3.016016482351092876e+00 1.399026402142298675e+00 1.274202557917666345e+00 1.007479952665178091e+00 7.527544427895902501e-01 4.403351983332453590e-01 3.174757873469655767e-01 1.982786512217728780e-01 1.623424741325043275e-01 1.087292622993579067e-01
1.485504591182458034e+00 9.774057049229425420e-01 7.742688747369330660e-01 5.332982910468789806e-01 4.093564390645506590e-01 2.682757133070095001e-01 1.803664797554644650e-01 1.210108172980092905e-01 8.587600985879537130e-02 5.848552375098192008e-02
2.462273361382586678e+00 1.465128689956235464e+00 9.373816862243179449e-01 7.305524522081189298e-01 4.892925025047963339e-01 3.068598529329827351e-01 1.974283523878453683e-01 1.355369872518490948e-01 8.680769264060037016e-02 6.416383738738173914e-02
1.612400711155838939e+00 6.569834562076689588e-01 4.401325720784153850e-01 2.998603841154907634e-01 2.381483360277590888e-01 1.561955912878616459e-01 9.017865029758866113e-02 6.627154148389115262e-02 4.536878534877585023e-02 3.296992494148001662e-02
1.017304759610602405e+00 4.150929421155346022e-01 4.610388343058203775e-01 3.329895308254451347e-01 2.255824180784785082e-01 1.492448768282635674e-01 9.667059998091848128e-02 6.690395931550735531e-02 4.713219914777618674e-02 3.472035370737695109e-02
