7.387002196272467458e+00 1.519846006460366494e+00 1.286566566676715651e+00 1.486707765566694928e+00 1.257177347170885806e+00 9.153431323755325533e-01 7.041082483302196771e-01 6.292736271737142673e-01 5.791916699811047176e-01 3.577302867216704541e-01
1.432131139341374038e+00 4.188170387255336635e-01 3.824150456119845831e-01 3.065396013716625290e-01 2.451737262329415079e-01 1.821008707661713744e-01 1.427974074091879764e-01 1.210646871688948328e-01 1.179693442306144063e-01 1.063702030726930148e-01
6.472126799925433938e-01 2.462455764477256837e-01 1.643678692230546579e-01 1.497949440540022603e-01 1.293064158531299079e-01 1.197952677025204971e-01 8.103507467616623272e-02 5.701138385116237550e-02 4.711894455996120529e-02 3.593928966713762219e-02
5.127040643906660700e-01 2.028827262304644108e-01 1.650659363134308888e-01 1.223960717298713252e-01 9.881936998652139648e-02 6.335684686317354097e-02 5.078985885933712252e-02 3.928763471846846711e-02 2.873273744708128644e-02 2.625393556969410000e-02
3.440781800184211092e-01 1.288248305614137224e-01 9.975773205562091239e-02 9.095348435991539027e-02 6.013070972039898793e-02 4.122441783136160387e-02 3.138861865485149949e-02 2.574419026614616426e-02 2.058766171903381181e-02 1.818032790649557265e-02
2.143621980613891753e-01 6.307522167041454408e-02 4.762150890678655546e-02 4.222395226549721658e-02 3.293400724823012521e-02 2.310709375986277556e-02 1.628956403694462388e-02 1.184855306709536524e-02 8.995103138647020033e-03 7.902965384171865837e-03
2.302955957208144278e-01 6.294779799838984280e-02 4.111076479693232671e-02 3.629229573410903964e-02 2.772862052946195241e-02 1.852567560151184220e-02 1.307300515968154442e-02 9.663091982667982097e-03 7.959695697796380712e-03 6.557792538686506648e-03
1.332783477434870689e-01 6.008553028352103115e-02 3.581281286411081705e-02 3.133160631800511325e-02 2.378723304344198403e-02 1.633508792759715347e-02 9.820901779649211447e-03 7.989263481084932228e-03 6.823886365296341280e-03 5.317253824086683525e-03
1.382524143581433107e-01 3.903918199544250539e-02 3.608840243342114479e-02 2.506770632017061781e-02 1.876920390749459502e-02 1.346461346170536519e-02 1.045083726437213111e-02 7.557198827740345230e-03 5.283097080180024566e-03 4.596249885201916276e-03
1.287882655532664178e-01 2.601866481623712340e-02 1.656387167785599093e-02 1.338594878260250878e-02 1.134090495058617983e-02 7.446609023839842294e-03 5.504866511404742958e-03 4.093730898822929565e-03 3.167025323129419884e-03 2.695582304835601392e-03
