6.607135624322192768e+01 1.873792000916152034e+01 1.855512690180222890e+01 2.557828755288572964e+01 2.437757321232159669e+01 1.971709449168390904e+01 1.593215094667775844e+01 1.551641263619489308e+01 1.492472531546670211e+01 9.809901143464818674e+00
1.811518523348286180e+01 7.302324590550249184e+00 7.799767119467936993e+00 7.458430405104405914e+00 6.723305536585326259e+00 5.547355656541628655e+00 4.569517037094015244e+00 4.221669896004622835e+00 4.299007499952889333e+00 4.125189526918227934e+00
5.788846193452580557e+00 3.035919359247055471e+00 2.370547122089931680e+00 2.577169664221960588e+00 2.507344430263669377e+00 2.580469038771480150e+00 1.833614426159213329e+00 1.405767091762978760e+00 1.214170267219256028e+00 9.855494261666309930e-01
4.585764561271834516e+00 2.501306237071192040e+00 2.380614788842193352e+00 2.105781640857267600e+00 1.916178677624926108e+00 1.364748248074288961e+00 1.149243315678237787e+00 9.687409824082284793e-01 7.403908519145346867e-01 7.199516566680238538e-01
3.077528800382397733e+00 1.588259178885768952e+00 1.438726472202155326e+00 1.564822913269733107e+00 1.165977721294905844e+00 8.880011364002263763e-01 7.102433632935700736e-01 6.347913878869161364e-01 5.305069322809022880e-01 4.985521945958633627e-01
2.711491160456481975e+00 1.099754068411055163e+00 9.712920127297489659e-01 1.027353098886668370e+00 9.031367132038807810e-01 7.039135328441546990e-01 5.212660491822279640e-01 4.131731635731807906e-01 3.277971587287843436e-01 3.064883688536676476e-01
2.059826427802203153e+00 7.760725748746736263e-01 5.929078817955176772e-01 6.243962651850190060e-01 5.376779008584544606e-01 3.990552651106076265e-01 2.958083391647214344e-01 2.382691981197430364e-01 2.051070104101956060e-01 1.798318423452871517e-01
1.192077781933171154e+00 7.407841685111070662e-01 5.164997324005916601e-01 5.390493373728155735e-01 4.612515619534473532e-01 3.518685625165755559e-01 2.222216398642237190e-01 1.969965107048345099e-01 1.758392512608630831e-01 1.458130225623996690e-01
1.236567186233105575e+00 4.813073603143202539e-01 5.204743416931173483e-01 4.312811269296156769e-01 3.639483668884056500e-01 2.900366502225808496e-01 2.364754527588672495e-01 1.863428091077732607e-01 1.361358887278253660e-01 1.260412066803091591e-01
1.629057020203709127e+00 4.536509223193396223e-01 3.378380196241382305e-01 3.256941907492224009e-01 3.109973087887884513e-01 2.268467389345718566e-01 1.761557283649517747e-01 1.427532743201526400e-01 1.154118953993543695e-01 1.045385603452754358e-01
