# Truth power spectrum for the SDC3a Test Dataset, in the format required for the challenge submission
# Each row contains power spectra values for a constant k parallel and full range of k perpendcular
# k parallel and k perpendicular bins are specified int the bins_kpar.txt and bins_kper.txt files respectively
 0.57642620  0.22877810  0.071641980  0.031676730  0.014021990  0.0076628130  0.0045531230  0.0030058420  0.0020308710  0.0012864710  
 0.18105480  0.098139070  0.043674930  0.021389620  0.011462880  0.0063979900  0.0041068900  0.0026679650  0.0017542660  0.0012603800  
 0.059933310  0.034782550  0.024620080  0.013003270  0.0082588610  0.0052387190  0.0035261260  0.0022836690  0.0016184680  0.0011600460  
 0.031790190  0.023367050  0.015801070  0.0087466160  0.0065640690  0.0041249010  0.0026893220  0.0019345090  0.0013887400  0.0010499030  
 0.022051370  0.011299210  0.010242380  0.0071258870  0.0050527880  0.0032650990  0.0022507090  0.0016275470  0.0012585970  0.00094471730  
 0.0088922710  0.0067310430  0.0048745150  0.0040757190  0.0030917880  0.0022754430  0.0017257870  0.0012562420  0.0010386270  0.00076867960  
 0.0060140410  0.0041032420  0.0028201910  0.0024042660  0.0020722980  0.0016038710  0.0013559440  0.00098374810  0.00083181840  0.00065336910  
 0.0041137680  0.0030745340  0.0025123280  0.0020491420  0.0014888530  0.0012831210  0.0010774250  0.00084730530  0.00067900090  0.00055606940  
 0.0028859810  0.0018291540  0.0017743810  0.0014022660  0.0012282210  0.0010851540  0.00086274890  0.00070563510  0.00059551010  0.00051368120  
 0.0021006470  0.0015779170  0.0012747130  0.0010236910  0.00089172050  0.00078237820  0.00068188350  0.00055276840  0.00047598470  0.00039946230  
