# Truth power spectrum for the SDC3a Test Dataset, in the format required for the challenge submission
# Each row contains power spectra values for a constant k parallel and full range of k perpendcular
# k parallel and k perpendicular bins are specified int the bins_kpar.txt and bins_kper.txt files respectively
 0.24866980  0.047407370  0.011380110  0.0058438690  0.0032779750  0.0021701020  0.0014380120  0.0010354220  0.00077506940  0.00061296440  
 0.062429310  0.022549750  0.0082208490  0.0047243500  0.0025545930  0.0018216330  0.0012753290  0.00091237950  0.00072404240  0.00050651070  
 0.027586560  0.011704060  0.0059100050  0.0033019350  0.0024829440  0.0017459400  0.0011561210  0.00090405310  0.00068114110  0.00053238300  
 0.013267220  0.0067170810  0.0042175160  0.0028824650  0.0019342280  0.0014117190  0.0010564840  0.00076710090  0.00060442810  0.00047370500  
 0.0066537230  0.0040535010  0.0027927940  0.0019638170  0.0015327980  0.0011579050  0.00091375790  0.00074791460  0.00055246620  0.00041478200  
 0.0043996840  0.0024469390  0.0018187620  0.0014048120  0.0011586040  0.00085831360  0.00074443120  0.00058326890  0.00046579660  0.00037419990  
 0.0026347610  0.0018739870  0.0012974140  0.0011072750  0.00088117470  0.00073054280  0.00064004260  0.00050294940  0.00040445030  0.00034005750  
 0.0021499710  0.0012098660  0.00097233080  0.00086969510  0.00067138520  0.00060812450  0.00049380080  0.00042522140  0.00036213210  0.00029616800  
 0.0016262310  0.00092950520  0.00072114680  0.00068275640  0.00061614010  0.00047275570  0.00039244050  0.00033397090  0.00030643250  0.00025901420  
 0.0010740920  0.00085167490  0.00061929850  0.00055286950  0.00049410540  0.00041646470  0.00035361290  0.00028844760  0.00026694530  0.00022385170  
