# Truth power spectrum for the SDC3a Test Dataset, in the format required for the challenge submission
# Each row contains power spectra values for a constant k parallel and full range of k perpendcular
# k parallel and k perpendicular bins are specified int the bins_kpar.txt and bins_kper.txt files respectively
 0.23081720  0.15023500  0.071400280  0.037598000  0.021181320  0.011616690  0.0073368020  0.0048047090  0.0031052980  0.0023610240  
 0.13982860  0.093289980  0.046630840  0.028795260  0.015948850  0.0095054470  0.0063137990  0.0043384700  0.0030263930  0.0021122780  
 0.050341940  0.042994950  0.030193590  0.018693150  0.012449480  0.0082576630  0.0051410840  0.0036519780  0.0026058150  0.0018946650  
 0.031818230  0.029303780  0.019806480  0.012464360  0.0099796680  0.0065883040  0.0044152530  0.0031360900  0.0023693250  0.0017696900  
 0.018400490  0.013972110  0.012220480  0.0095969550  0.0066013070  0.0051906030  0.0035021420  0.0026958820  0.0020092490  0.0015124690  
 0.0099371710  0.0081546960  0.0075255400  0.0060184120  0.0045746040  0.0033819970  0.0027206980  0.0021264650  0.0017618410  0.0013021880  
 0.0072429700  0.0067498790  0.0054681380  0.0039050300  0.0038335450  0.0026063170  0.0022517420  0.0019245870  0.0014968090  0.0011675500  
 0.0054280060  0.0046482900  0.0036931330  0.0037437190  0.0030063660  0.0021862990  0.0018931770  0.0014922170  0.0012029160  0.0010375790  
 0.0032583560  0.0031797580  0.0027640950  0.0024218140  0.0020447540  0.0017742920  0.0015258640  0.0011617550  0.0010622550  0.00084653460  
 0.0023997550  0.0025681130  0.0019315740  0.0017260840  0.0015356040  0.0012902560  0.0011321570  0.00096569160  0.00087442070  0.00069366050  
