 0.48933200  0.19453850  0.082150380  0.034532710  0.017142630  0.0097174030  0.0060758560  0.0040509130  0.0023323190  0.0017106700  
 0.21978270  0.11356760  0.050509790  0.026653750  0.014851630  0.0086018140  0.0051065970  0.0033408100  0.0022108680  0.0016131310  
 0.072697030  0.043151620  0.026462830  0.017465880  0.010310350  0.0064447950  0.0043093500  0.0028056790  0.0019785840  0.0014675860  
 0.032978910  0.024570870  0.020722350  0.012584450  0.0079793070  0.0053696150  0.0039299550  0.0024906220  0.0018260070  0.0014164370  
 0.018945250  0.014849920  0.010711490  0.0080272090  0.0054164200  0.0038325690  0.0029168040  0.0020433550  0.0015756980  0.0012071520  
 0.0085496480  0.0084306320  0.0060752960  0.0050174330  0.0035257400  0.0030033770  0.0023142270  0.0018082680  0.0014463290  0.0010854830  
 0.0081369790  0.0051280170  0.0044261900  0.0035692370  0.0031757390  0.0024479500  0.0018022610  0.0014864120  0.0012283220  0.00094078920  
 0.0056838610  0.0046702570  0.0034781230  0.0029865800  0.0025333400  0.0020090650  0.0015724790  0.0013961160  0.0010454170  0.00083641350  
 0.0039836880  0.0031339780  0.0024995960  0.0021329330  0.0019357080  0.0016395500  0.0012890980  0.0010865010  0.00087276690  0.00072619720  
 0.0030580400  0.0020462750  0.0019953370  0.0015696080  0.0013874280  0.0012682420  0.0010190310  0.00082104930  0.00073261280  0.00064031390  
